Time_s	Heading_deg	Pitch_rad	Roll_rad	Yaw_rad	Lat	Long	Alt_m_AGL
1535745492.51	59.0	-0.0335368439555	-0.00776919536293	1.0402610302	34.9090862	-111.4387443	-2.06
1535745492.6	59.0	-0.0335496515036	-0.00778697896749	1.04035902023	34.9090862	-111.4387443	-2.05
1535745492.7	59.0	-0.0335109233856	-0.00780252879485	1.04047787189	34.9090861	-111.4387444	-2.04
1535745492.81	59.0	-0.0334994159639	-0.00782121159136	1.04059755802	34.9090861	-111.4387444	-2.03
1535745492.9	59.0	-0.0334367677569	-0.00785941444337	1.04075241089	34.9090861	-111.4387444	-2.03
1535745493.01	59.0	-0.0334172397852	-0.00788805168122	1.04088461399	34.9090861	-111.4387444	-2.03
1535745493.1	59.0	-0.0333895012736	-0.00791678018868	1.04098773003	34.9090861	-111.4387445	-2.01
1535745493.21	59.0	-0.0333644859493	-0.00791468657553	1.04108333588	34.9090861	-111.4387445	-2.01
1535745493.3	59.0	-0.0333696044981	-0.0079496614635	1.04117953777	34.9090861	-111.4387445	-2.0
1535745493.4	59.0	-0.0333446897566	-0.00796066783369	1.04126048088	34.9090861	-111.4387445	-1.99
1535745493.51	59.0	-0.0333705693483	-0.00798176508397	1.04136264324	34.9090861	-111.4387446	-1.98
1535745493.61	59.0	-0.0333348251879	-0.00797089468688	1.04145216942	34.9090861	-111.4387446	-1.98
1535745493.7	59.0	-0.0333161316812	-0.0079794600606	1.04154443741	34.9090861	-111.4387446	-1.97
1535745493.81	59.0	-0.0333441719413	-0.00797433406115	1.04165542126	34.909086	-111.4387446	-1.96
1535745493.9	59.0	-0.0332965329289	-0.00799043104053	1.04171955585	34.909086	-111.4387446	-1.96
1535745494.0	59.0	-0.0332788676023	-0.00801043398678	1.04181993008	34.9090859	-111.4387447	-1.95
1535745494.11	59.0	-0.0332374721766	-0.0080158803612	1.04192781448	34.9090859	-111.4387447	-1.95
1535745494.2	59.0	-0.0332034900784	-0.00800738483667	1.04201221466	34.9090859	-111.4387448	-1.94
1535745494.3	59.0	-0.0331958942115	-0.00804020557553	1.04211652279	34.9090858	-111.4387449	-1.92
1535745494.41	59.0	-0.0331526622176	-0.00800417084247	1.04222178459	34.9090858	-111.4387449	-1.92
1535745494.5	59.0	-0.0330746993423	-0.00800395663828	1.04232001305	34.9090858	-111.4387449	-1.91
1535745494.6	59.0	-0.0331318341196	-0.00800917111337	1.04243075848	34.9090857	-111.4387449	-1.89
1535745494.71	59.0	-0.0330215543509	-0.00799285341054	1.04252970219	34.9090857	-111.438745	-1.88
1535745494.8	59.0	-0.0330672711134	-0.00796320941299	1.04264330864	34.9090857	-111.438745	-1.88
1535745494.9	59.0	-0.0329886414111	-0.00796545296907	1.04270088673	34.9090856	-111.4387451	-1.85
1535745495.01	59.0	-0.0330289453268	-0.00798704382032	1.04282701015	34.9090856	-111.4387451	-1.84
1535745495.1	59.0	-0.032941352576	-0.00796694308519	1.04295265675	34.9090856	-111.4387451	-1.84
1535745495.2	59.0	-0.0329391732812	-0.00803567096591	1.04303467274	34.9090856	-111.4387452	-1.82
1535745495.31	59.0	-0.0328291878104	-0.00805728696287	1.04310262203	34.9090855	-111.4387453	-1.8
1535745495.41	59.0	-0.0327931270003	-0.00806208886206	1.04323172569	34.9090854	-111.4387453	-1.79
1535745495.5	59.0	-0.032713662833	-0.00804036855698	1.04331290722	34.9090854	-111.4387453	-1.79
1535745495.6	59.0	-0.0327020585537	-0.00800401996821	1.04339551926	34.9090854	-111.4387454	-1.78
1535745495.71	59.0	-0.032657366246	-0.0079565839842	1.04349207878	34.9090853	-111.4387455	-1.76
1535745495.81	59.0	-0.0326243788004	-0.00798691529781	1.04353547096	34.9090853	-111.4387455	-1.75
1535745495.9	59.0	-0.03262706846	-0.00799047295004	1.04360532761	34.9090853	-111.4387455	-1.75
1535745496.0	59.0	-0.0325924083591	-0.00798986200243	1.04371917248	34.9090852	-111.4387456	-1.73
1535745496.11	59.0	-0.0326346829534	-0.00800060108304	1.04377222061	34.9090851	-111.4387457	-1.72
1535745496.21	59.0	-0.0326088145375	-0.008006375283	1.04383575916	34.9090851	-111.4387457	-1.72
1535745496.3	59.0	-0.0325987525284	-0.00799058191478	1.04393434525	34.909085	-111.4387458	-1.7
1535745496.41	59.0	-0.0326002910733	-0.00800449959934	1.04404580593	34.909085	-111.4387458	-1.69
1535745496.5	59.0	-0.0325478687882	-0.00799599569291	1.0441519022	34.909085	-111.4387458	-1.69
1535745496.6	59.0	-0.0325030237436	-0.00800510123372	1.04424500465	34.9090849	-111.4387459	-1.68
1535745496.71	59.0	-0.0326122604311	-0.00800366140902	1.04432332516	34.9090849	-111.438746	-1.67
1535745496.8	59.0	-0.0325039513409	-0.00803809426725	1.04439878464	34.9090849	-111.438746	-1.67
1535745496.9	59.0	-0.0324604809284	-0.00803779903799	1.04446721077	34.9090848	-111.4387461	-1.65
1535745497.0	59.0	-0.0324891060591	-0.00809439364821	1.04460585117	34.9090848	-111.4387461	-1.64
1535745497.11	59.0	-0.0325445756316	-0.00809800624847	1.04470455647	34.9090847	-111.4387462	-1.64
1535745497.2	59.0	-0.0326197557151	-0.00813273247331	1.04476869106	34.9090847	-111.4387462	-1.64
1535745497.31	59.0	-0.0326006002724	-0.00814628694206	1.04488873482	34.9090847	-111.4387462	-1.63
1535745497.41	59.0	-0.0326407849789	-0.00817663129419	1.04497659206	34.9090846	-111.4387463	-1.62
1535745497.5	59.0	-0.0326427556574	-0.00818587653339	1.04508161545	34.9090846	-111.4387463	-1.62
1535745497.6	59.0	-0.0326232537627	-0.00816489942372	1.04518258572	34.9090846	-111.4387464	-1.62
1535745497.71	59.0	-0.0325790755451	-0.0081590488553	1.04529130459	34.9090845	-111.4387464	-1.61
1535745497.8	59.0	-0.0326014570892	-0.0081450054422	1.04541993141	34.9090844	-111.4387465	-1.61
1535745497.9	59.0	-0.0325519517064	-0.00810628943145	1.04547810555	34.9090844	-111.4387465	-1.61
1535745498.01	59.0	-0.0326064750552	-0.00809525325894	1.04560959339	34.9090843	-111.4387466	-1.6
1535745498.1	59.0	-0.0325678996742	-0.00803775433451	1.04571127892	34.9090842	-111.4387467	-1.6
1535745498.2	59.0	-0.0326025225222	-0.00801640748978	1.04579210281	34.9090842	-111.4387467	-1.6
1535745498.31	59.0	-0.0325498990715	-0.0079699838534	1.04588782787	34.9090842	-111.4387467	-1.6
1535745498.41	59.0	-0.0325835756958	-0.00793902203441	1.04603886604	34.9090841	-111.4387467	-1.6
1535745498.5	59.0	-0.0326019749045	-0.0079642329365	1.04612267017	34.909084	-111.4387468	-1.59
1535745498.6	59.0	-0.0325569808483	-0.00798719469458	1.04622161388	34.909084	-111.4387468	-1.59
1535745498.71	59.0	-0.0326056964695	-0.00797088909894	1.04632365704	34.9090839	-111.4387469	-1.57
1535745498.81	59.0	-0.0325582437217	-0.0079810814932	1.04638302326	34.9090839	-111.4387469	-1.57
1535745498.9	59.0	-0.0326034650207	-0.00802040006965	1.04650831223	34.9090838	-111.438747	-1.56
1535745499.01	59.0	-0.0326122269034	-0.00806776247919	1.04659330845	34.9090838	-111.438747	-1.56
1535745499.11	59.0	-0.0325793810189	-0.00806402228773	1.04666221142	34.9090838	-111.4387471	-1.56
1535745499.21	59.0	-0.0326723307371	-0.00806196965277	1.04679143429	34.9090838	-111.4387471	-1.56
1535745499.3	59.0	-0.0325937010348	-0.00802488718182	1.04684376717	34.9090837	-111.4387471	-1.55
1535745499.4	59.0	-0.0327484235168	-0.00803353264928	1.04692029953	34.9090836	-111.4387471	-1.55
1535745499.51	59.0	-0.0327323414385	-0.00802145339549	1.0470546484	34.9090836	-111.4387471	-1.55
1535745499.6	59.0	-0.0327127277851	-0.0080128852278	1.04714941978	34.9090836	-111.4387471	-1.55
1535745499.7	60.0	-0.0328478366137	-0.00800765771419	1.04723227024	34.9090836	-111.4387471	-1.54
1535745499.8	60.0	-0.0327572710812	-0.00798965990543	1.0472741127	34.9090835	-111.4387471	-1.53
1535745499.91	60.0	-0.0328510478139	-0.0080345980823	1.04740321636	34.9090835	-111.4387472	-1.53
1535745500.0	60.0	-0.0328348129988	-0.00806077383459	1.0474973917	34.9090835	-111.4387472	-1.53
1535745500.1	60.0	-0.0328168161213	-0.00808295793831	1.04758608341	34.9090834	-111.4387472	-1.53
1535745500.21	60.0	-0.0327935442328	-0.00810246076435	1.04773116112	34.9090834	-111.4387472	-1.53
1535745500.3	60.0	-0.0327935442328	-0.00810246076435	1.04773116112	34.9090834	-111.4387472	0.0
1535745500.4	60.0	-0.0328013263643	-0.00810660328716	1.04783773422	34.9090834	-111.4387472	0.0
1535745500.51	60.0	-0.0327592641115	-0.00815564207733	1.04795670509	34.9090833	-111.4387473	0.0
